id,country
3897,South Africa
3898,South Africa
3899,South Africa
3926,Côte d'Ivoire
3955,Uganda
3956,Vietnam
3970,Rwanda
3971,Rwanda
3972,Zambia
3976,Zambia
3989,Haiti
3992,Nigeria
4021,Vietnam
4023,Guyana
4025,Côte d'Ivoire
4044,Tanzania
4045,Tanzania
4085,Guyana
4100,Côte d'Ivoire
4189,South Africa
4190,South Africa
4192,Rwanda
4193,Rwanda
4198,Vietnam
4215,Vietnam
4257,South Africa
4258,South Africa
4259,South Africa
4283,Haiti
4290,South Africa
4301,Zambia
4302,Côte d'Ivoire
4303,Rwanda
4311,Côte d'Ivoire
4312,Guyana
4321,Botswana
4331,Kyrgyzstan
4333,Namibia
4347,South Africa
4367,Vietnam
4368,Vietnam
4369,Vietnam
4372,Vietnam
4373,Vietnam
4432,Haiti
4456,Vietnam
4457,Vietnam
4458,Vietnam
4459,Vietnam
4460,Vietnam
4461,South Africa
4470,Haiti
4531,South Africa
4534,Zambia
4567,Tanzania
4593,Zambia
4594,Guyana
4611,Botswana
4615,Botswana
4635,Vietnam
4646,Nigeria
4647,Ethiopia
4648,Ethiopia
4649,Ethiopia
4650,Mozambique
4709,Rwanda
4722,Namibia
4794,Zambia
4798,South Africa
4804,Tanzania
4818,Ethiopia
4824,Tanzania
4854,Guyana
4921,Vietnam
4929,Zambia
4947,Senegal
4949,Tanzania
5032,South Africa
5033,South Africa
5034,South Africa
5035,South Africa
5036,South Africa
5037,South Africa
5041,South Africa
5042,South Africa
5043,South Africa
5044,South Africa
5045,South Africa
5046,South Africa
5047,South Africa
5048,South Africa
5049,South Africa
5050,South Africa
5051,South Africa
5052,South Africa
5053,South Africa
5058,South Africa
5059,South Africa
5066,Botswana
5076,South Africa
5081,South Africa
5083,South Africa
5113,Rwanda
5114,Nigeria
5119,Côte d'Ivoire
5120,Côte d'Ivoire
5147,Namibia
5175,Tanzania
5194,South Africa
5195,South Africa
5199,Namibia
5201,Côte d'Ivoire
5233,Côte d'Ivoire
5243,Côte d'Ivoire
5249,Vietnam
5253,Nigeria
5260,Côte d'Ivoire
5261,Côte d'Ivoire
5268,Guyana
5277,Uganda
5278,Zambia
5279,Vietnam
5280,Vietnam
5281,Vietnam
5282,Vietnam
5283,Vietnam
5293,Guyana
5294,Nigeria
5295,Nigeria
5303,Zimbabwe
5304,Tanzania
5324,Guyana
5352,Guyana
5353,Guyana
5364,Côte d'Ivoire
5365,Haiti
5366,Haiti
5428,Côte d'Ivoire
5446,Rwanda
5507,South Africa
5508,South Africa
5509,South Africa
5510,South Africa
5522,Vietnam
5532,Rwanda
5534,Vietnam
5551,Haiti
5575,South Africa
5589,Botswana
5590,Nigeria
5595,Benin
5596,Benin
5622,Zambia
5634,Côte d'Ivoire
5635,Lesotho
5645,Botswana
5646,Nigeria
5647,Uganda
5657,Uganda
5658,Uganda
5661,Côte d'Ivoire
5675,South Africa
5676,South Africa
5677,South Africa
5678,South Africa
5701,Vietnam
5703,Vietnam
5713,Côte d'Ivoire
5717,South Africa
5769,Botswana
5793,Vietnam
5794,Vietnam
5796,Vietnam
5799,South Africa
5800,South Africa
5801,South Africa
5802,South Africa
5815,Haiti
5818,Haiti
5821,Haiti
5857,Rwanda
5860,Zimbabwe
5894,Vietnam
5895,Vietnam
5905,Tanzania
5916,South Africa
5917,Nigeria
5928,Nigeria
5935,Vietnam
5936,Vietnam
5937,Vietnam
5976,Ethiopia
5978,South Africa
5979,South Africa
5987,Côte d'Ivoire
6023,Haiti
6041,Côte d'Ivoire
6062,Namibia
6081,Vietnam
6082,Vietnam
6084,Mozambique
6105,Ethiopia
6106,Ethiopia
6111,Ethiopia
6125,South Africa
6139,Guyana
6196,Côte d'Ivoire
6253,Namibia
6257,Vietnam
6272,Tanzania
6312,Rwanda
6369,Haiti
6381,Vietnam
6394,South Africa
6395,South Africa
6396,South Africa
6397,South Africa
6398,South Africa
6399,South Africa
6400,South Africa
6401,South Africa
6402,South Africa
6403,South Africa
6404,South Africa
6405,South Africa
6411,South Africa
6415,South Africa
6416,South Africa
6417,South Africa
6418,South Africa
6431,Côte d'Ivoire
6432,South Africa
6436,South Africa
6437,South Africa
6438,South Africa
6439,South Africa
6440,South Africa
6450,Côte d'Ivoire
6451,Zambia
6488,Nigeria
6517,Vietnam
6519,Botswana
6524,Namibia
6544,Vietnam
6546,Vietnam
6561,South Africa
6563,South Africa
6595,Zambia
6599,Haiti
6600,Vietnam
6601,Vietnam
6608,Côte d'Ivoire
6621,Uganda
6622,Uganda
6623,Zambia
6624,Zambia
6625,Vietnam
6626,Vietnam
6627,Vietnam
6642,Zambia
6647,Rwanda
6670,Mozambique
6671,Côte d'Ivoire
6691,Vietnam
6692,Vietnam
6693,Guyana
6705,Rwanda
6724,Vietnam
6745,Guyana
6746,Nigeria
6753,Nigeria
6768,Guyana
6837,Rwanda
6845,South Africa
6846,South Africa
6848,Rwanda
6849,Rwanda
6881,Haiti
6884,Haiti
6896,Ethiopia
6913,South Africa
6914,South Africa
6915,South Africa
6931,Tanzania
6932,Nigeria
6933,Nigeria
6962,Mozambique
6972,Lesotho
6988,Nigeria
6994,Namibia
7007,Vietnam
7008,South Africa
7009,South Africa
7030,Vietnam
7032,Vietnam
7055,South Africa
7056,South Africa
7091,Botswana
7093,Botswana
7120,Vietnam
7121,Vietnam
7122,Vietnam
7125,South Africa
7126,South Africa
7127,South Africa
7128,South Africa
7129,South Africa
7172,Nigeria
7176,Rwanda
7183,Rwanda
7184,Zimbabwe
7201,Rwanda
7202,South Africa
7218,Vietnam
9269,Guyana
7244,South Africa
7259,Guyana
8951,Rwanda
7260,Nigeria
7276,Ethiopia
7321,Mozambique
7325,South Africa
7326,South Africa
7327,South Africa
7338,Côte d'Ivoire
7398,Côte d'Ivoire
7421,Namibia
7436,Vietnam
7467,Ethiopia
7468,Ethiopia
7469,Ethiopia
7475,South Africa
7476,South Africa
7477,South Africa
7607,Vietnam
7638,Tanzania
7675,Côte d'Ivoire
7695,Haiti
7696,Haiti
7708,Haiti
7718,South Africa
7719,South Africa
7720,South Africa
7721,South Africa
7728,South Africa
7729,South Africa
7730,South Africa
7731,South Africa
7732,South Africa
7734,South Africa
7735,South Africa
7736,South Africa
7741,South Africa
7748,South Africa
7749,South Africa
7750,South Africa
7751,South Africa
7775,Guyana
7778,South Africa
7779,South Africa
7837,Vietnam
7847,Namibia
7849,Uganda
7857,Botswana
7868,Tanzania
7894,Namibia
7921,Vietnam
7922,Côte d'Ivoire
7926,Nigeria
7929,Zambia
7939,Haiti
7953,Côte d'Ivoire
7954,Zambia
7968,Zambia
7970,Vietnam
7975,Uganda
7983,Zimbabwe
7984,Haiti
7990,Nigeria
7991,Nigeria
8005,Guyana
8017,Haiti
8023,Nigeria
8038,Vietnam
8061,Tanzania
8062,Tanzania
8100,Zimbabwe
8185,South Africa
8186,South Africa
8192,Rwanda
8204,Botswana
8207,Rwanda
8209,Kazakhstan
8213,Nigeria
8218,Tanzania
8231,Haiti
8232,Haiti
8258,South Africa
8263,Nigeria
8264,Nigeria
8271,Benin
8315,Haiti
8316,Côte d'Ivoire
8317,Mozambique
8344,Kyrgyzstan
8378,Vietnam
8407,Nigeria
8437,Botswana
8438,Botswana
8440,Botswana
8459,Vietnam
8460,Vietnam
8461,Vietnam
8462,Vietnam
8463,South Africa
8464,South Africa
8465,South Africa
8470,Haiti
8475,Haiti
8554,Zambia
8590,South Africa
8603,Vietnam
8604,Vietnam
8605,Vietnam
8616,Haiti
8642,Ethiopia
8645,South Africa
8646,South Africa
8648,Nigeria
9089,Haiti
8692,Nigeria
8693,Nigeria
8713,Botswana
8714,Zambia
8735,Mozambique
8737,Namibia
8738,Namibia
8760,Namibia
8770,Ethiopia
8802,Tanzania
9034,South Africa
8803,Tanzania
8864,Tanzania
8892,Vietnam
8893,Vietnam
8909,Botswana
8922,Tanzania
8989,Rwanda
8996,Haiti
9000,Haiti
9002,Haiti
9022,South Africa
9023,South Africa
9024,South Africa
9025,South Africa
9026,South Africa
9032,South Africa
9033,South Africa
9086,Zambia
9036,South Africa
9037,South Africa
9038,South Africa
9090,Haiti
9039,South Africa
9040,South Africa
9041,South Africa
9042,South Africa
9043,South Africa
9053,South Africa
9054,South Africa
9055,South Africa
9056,South Africa
9078,South Africa
9080,South Africa
9081,South Africa
9085,Côte d'Ivoire
9088,Haiti
9093,Nigeria
9095,Kenya
9096,Kenya
9100,Nigeria
9145,Namibia
9151,Vietnam
9154,Vietnam
9173,Namibia
9179,Botswana
9187,Vietnam
9200,South Africa
9201,South Africa
9202,South Africa
9225,Nigeria
9243,Côte d'Ivoire
9252,Zambia
9253,Haiti
9255,Vietnam
9279,Uganda
9280,Zambia
9316,Nigeria
9321,Côte d'Ivoire
9331,Vietnam
9351,Tanzania
9352,Tanzania
9353,Botswana
9366,Vietnam
9389,Guyana
9390,Zimbabwe
9422,Rwanda
9487,Rwanda
9488,Rwanda
9489,Vietnam
9499,Rwanda
9530,Haiti
9531,Haiti
9536,Haiti
9550,Ethiopia
9564,South Africa
9565,South Africa
9566,South Africa
9567,South Africa
9578,Haiti
9579,Nigeria
9585,Mozambique
9603,South Africa
9628,Guyana
10809,Rwanda
9629,Ethiopia
9639,Haiti
9640,Guyana
9655,South Africa
9656,South Africa
9657,South Africa
9658,South Africa
9669,Vietnam
9673,Vietnam
9675,Vietnam
9676,Vietnam
9694,South Africa
9749,Vietnam
9750,Vietnam
9751,South Africa
9752,South Africa
9753,South Africa
9804,Ethiopia
9815,Zimbabwe
9836,Rwanda
9841,Nigeria
9842,Nigeria
9860,South Africa
10155,Guyana
9866,Nigeria
9874,Vietnam
9916,Nigeria
9918,Vietnam
9933,Ethiopia
9936,South Africa
9937,South Africa
9939,Namibia
9952,Côte d'Ivoire
9960,Mozambique
10062,Vietnam
10063,Zimbabwe
10085,Ethiopia
10086,Ethiopia
10089,Botswana
10102,Nigeria
10126,Tanzania
10228,Vietnam
10229,Vietnam
10239,Zambia
10240,Tanzania
10246,Vietnam
10282,Rwanda
10298,Côte d'Ivoire
10342,South Africa
10343,South Africa
10344,South Africa
10345,South Africa
10347,South Africa
10348,South Africa
10350,South Africa
10351,South Africa
10352,South Africa
10353,South Africa
10354,South Africa
10355,South Africa
10356,South Africa
10357,South Africa
10364,South Africa
11100,Zambia
10365,South Africa
10366,South Africa
10367,South Africa
10368,South Africa
10386,Guyana
10388,South Africa
10389,South Africa
10390,South Africa
10395,Haiti
10401,Kenya
10406,Nigeria
10416,Rwanda
10438,Vietnam
10446,Namibia
10464,Namibia
10472,Botswana
10476,Vietnam
10477,Namibia
10498,South Africa
10499,South Africa
10500,South Africa
10501,South Africa
10503,Zambia
10504,Namibia
10534,Zambia
10535,Mozambique
10536,Mozambique
10537,Mozambique
10539,Nigeria
10540,Côte d'Ivoire
10541,Mozambique
10542,Zimbabwe
10544,Nigeria
10545,Nigeria
10546,Nigeria
10547,Zambia
10548,Nigeria
10549,Mozambique
10550,Côte d'Ivoire
10551,Côte d'Ivoire
10553,Zambia
10562,Zambia
10563,Zambia
10564,Mozambique
10565,Mozambique
10566,Nigeria
10567,Côte d'Ivoire
10570,Nigeria
10571,Zimbabwe
10572,Côte d'Ivoire
10573,Côte d'Ivoire
10645,Côte d'Ivoire
10576,Côte d'Ivoire
10577,Guyana
10578,Zimbabwe
10579,Tanzania
10580,Côte d'Ivoire
10585,Côte d'Ivoire
10587,Namibia
10588,Côte d'Ivoire
10589,Mozambique
10590,Zimbabwe
10593,Côte d'Ivoire
10596,Zimbabwe
10597,Zimbabwe
10600,Uganda
10610,Côte d'Ivoire
10612,Côte d'Ivoire
10613,Ethiopia
10614,Côte d'Ivoire
10616,Zambia
10647,Zimbabwe
10622,Zambia
10623,Nigeria
10624,Nigeria
10625,Nigeria
10626,Nigeria
10628,Côte d'Ivoire
10630,Zambia
10631,Nigeria
10632,Zambia
10633,Mozambique
10634,Nigeria
10636,Zambia
10637,Ethiopia
10639,Haiti
10640,Haiti
10641,Haiti
10642,Nigeria
10643,Zambia
10644,Zambia
10648,Côte d'Ivoire
10650,Botswana
10651,Mozambique
10652,Zimbabwe
10653,Mozambique
10654,Mozambique
10656,Zambia
10658,Nigeria
10660,Rwanda
10662,Tanzania
10663,Guyana
10664,Côte d'Ivoire
10665,Côte d'Ivoire
10666,Zambia
10667,Côte d'Ivoire
10669,Uganda
10670,Uganda
10671,Mozambique
10672,Mozambique
10673,Zambia
10674,Tanzania
10675,Pakistan
10676,Nigeria
10677,Namibia
10678,Zambia
10679,Kenya
10680,Kenya
10681,Zimbabwe
10682,Côte d'Ivoire
10683,Haiti
10684,Haiti
10685,Ethiopia
10686,Nigeria
10687,Kenya
10688,Haiti
10689,Côte d'Ivoire
10690,Zambia
10691,Haiti
10692,Haiti
10693,Uganda
10694,Namibia
10695,Côte d'Ivoire
10696,Tanzania
10697,Zimbabwe
10698,Côte d'Ivoire
10700,Côte d'Ivoire
10702,Zambia
10703,Namibia
10704,Haiti
10705,Haiti
10706,Haiti
10707,Zambia
10708,Tanzania
10709,Côte d'Ivoire
10710,Nigeria
10711,Uganda
10712,Mozambique
10714,Mozambique
10715,Zambia
10716,Uganda
10717,Rwanda
10718,Zimbabwe
10719,Mozambique
10720,Nigeria
10721,Nigeria
10722,Nigeria
10723,Haiti
10724,Ethiopia
10726,Zambia
10727,Nigeria
10728,Nigeria
10731,Uganda
10732,Mozambique
10733,Mozambique
10734,Tanzania
10735,Mozambique
10736,Nigeria
10737,Ethiopia
10741,Tanzania
10743,Mozambique
10744,Nigeria
10745,Nigeria
10746,Nigeria
10747,Nigeria
10748,Uganda
10749,Nigeria
10750,Nigeria
10751,Zambia
10753,Nigeria
10754,Tanzania
10755,Mozambique
10756,Mozambique
10759,Kenya
10761,Nigeria
10763,Nigeria
10764,Mozambique
10765,Nigeria
10766,Uganda
10767,Swaziland
10768,Swaziland
10769,Ghana
10771,Côte d'Ivoire
10774,Zambia
10776,Haiti
10777,Zambia
10779,Nigeria
10780,Zambia
10781,Côte d'Ivoire
10783,Mozambique
10784,Côte d'Ivoire
10785,Mozambique
10786,Zambia
10787,Tanzania
10788,Zambia
10791,Côte d'Ivoire
10792,Côte d'Ivoire
10793,Côte d'Ivoire
10794,Zambia
10795,Haiti
10796,Haiti
10797,Uganda
10798,Tanzania
10799,Uganda
10800,Côte d'Ivoire
10801,Côte d'Ivoire
10803,Côte d'Ivoire
10804,Mozambique
10810,Rwanda
10811,Côte d'Ivoire
10813,Zambia
10814,Mozambique
10816,Mozambique
10817,Mozambique
10818,Zambia
10819,Tanzania
10820,Mozambique
10821,Mozambique
10823,Rwanda
10824,Côte d'Ivoire
10825,Zimbabwe
10830,Tanzania
10831,Côte d'Ivoire
10832,Mozambique
10833,Nigeria
10834,Côte d'Ivoire
10837,Tanzania
10838,Côte d'Ivoire
10840,Tanzania
10841,Angola
10842,Rwanda
10843,Zambia
10844,Rwanda
10845,Nigeria
10846,Guyana
10847,Côte d'Ivoire
10851,Mozambique
10852,Nigeria
10855,Côte d'Ivoire
10857,Côte d'Ivoire
10859,Tanzania
10860,Tanzania
10861,Mozambique
10862,Mozambique
10863,Uganda
10865,Côte d'Ivoire
10866,Côte d'Ivoire
10867,Côte d'Ivoire
10868,Côte d'Ivoire
10877,Côte d'Ivoire
10878,Ethiopia
10879,Ethiopia
10880,Ethiopia
10881,Zambia
10882,Côte d'Ivoire
10883,Côte d'Ivoire
10884,Côte d'Ivoire
10885,Côte d'Ivoire
10886,Côte d'Ivoire
10887,Zambia
10889,Uganda
10890,Côte d'Ivoire
10891,Zambia
10892,Mozambique
10893,Nigeria
10894,Nigeria
10895,Nigeria
10898,Côte d'Ivoire
10900,Zambia
10901,Zambia
10903,Nigeria
10904,Mozambique
10905,Zimbabwe
10906,Uganda
10907,Zambia
10908,Uganda
10910,Côte d'Ivoire
10915,Zambia
10917,Ethiopia
10918,Ethiopia
10919,Côte d'Ivoire
10923,Ethiopia
10924,Zimbabwe
10925,Zimbabwe
10926,Haiti
10927,Mozambique
10928,Mozambique
10929,Ethiopia
10930,Zambia
10931,Ethiopia
10933,Rwanda
10934,Zimbabwe
10936,Ethiopia
10937,Guyana
10939,Zambia
10940,Tanzania
10942,Côte d'Ivoire
10943,Ethiopia
10944,Mozambique
10945,Zimbabwe
10946,Zimbabwe
10947,Tanzania
10948,Zambia
10949,Tanzania
10950,Tanzania
10951,Côte d'Ivoire
10953,Nigeria
10954,Haiti
10955,Mozambique
10956,Zambia
10957,Zambia
10958,Zambia
10959,Zimbabwe
10960,Tanzania
10961,Zambia
10962,Haiti
10963,Haiti
10964,Uganda
10965,Nigeria
10966,Uganda
10967,Kenya
10968,Nigeria
10969,Nigeria
10970,Mozambique
10972,Ethiopia
10973,Zimbabwe
10975,Guyana
10976,Haiti
10977,Zambia
10979,Zimbabwe
10980,Zimbabwe
10981,Mozambique
10982,Tanzania
10983,Haiti
10984,Mozambique
10985,Mozambique
10986,Tanzania
10987,Kenya
10988,Zambia
10989,Nigeria
10990,Nigeria
10992,Zambia
10993,Zambia
10994,Côte d'Ivoire
10995,Uganda
10996,Zimbabwe
10997,Zambia
10998,Mozambique
10999,Tanzania
11000,Uganda
11001,Uganda
11003,Côte d'Ivoire
11005,Haiti
11006,Haiti
11007,Haiti
11008,Zimbabwe
11009,Mozambique
11010,Côte d'Ivoire
11011,Nigeria
11012,Haiti
11013,Zambia
11014,Haiti
11015,Nigeria
11016,Nigeria
11017,Uganda
11018,Haiti
11019,Ethiopia
11020,Haiti
11021,Zambia
11022,Côte d'Ivoire
11023,Nigeria
11024,Nigeria
11025,Nigeria
11026,Côte d'Ivoire
11027,Côte d'Ivoire
11028,Haiti
11030,Côte d'Ivoire
11031,Zimbabwe
11032,Rwanda
11033,Tanzania
11037,Kenya
11039,Nigeria
11040,Guyana
11540,Guyana
11041,Uganda
11042,Uganda
11043,Uganda
11044,Mozambique
11045,Ghana
11046,Swaziland
11047,Zambia
11048,Nigeria
11051,Nigeria
11052,Uganda
11053,Nigeria
11055,Uganda
11056,Nigeria
11057,Nigeria
11058,Guyana
11060,Côte d'Ivoire
11061,Zambia
11062,Haiti
11063,Haiti
11066,Côte d'Ivoire
11067,Uganda
11068,Uganda
11069,Côte d'Ivoire
11070,Nigeria
11071,Côte d'Ivoire
11072,Lebanon
11073,Lebanon
11074,Lebanon
11075,Zambia
11076,Mozambique
11077,Nigeria
11078,Mozambique
11079,Nigeria
11086,Côte d'Ivoire
11088,Côte d'Ivoire
11089,Mozambique
11090,Mozambique
11091,Côte d'Ivoire
11092,Côte d'Ivoire
11095,Rwanda
11096,Botswana
11097,Nigeria
11099,Zimbabwe
11101,Zambia
11102,Côte d'Ivoire
11105,Nigeria
11107,Mozambique
11109,Mozambique
11112,Botswana
11113,Côte d'Ivoire
11114,Zambia
11115,Mozambique
11117,Côte d'Ivoire
11118,Côte d'Ivoire
11119,Côte d'Ivoire
11122,Côte d'Ivoire
11128,Zambia
11130,Côte d'Ivoire
11133,Nigeria
11135,Mozambique
11136,Nigeria
11137,Nigeria
11138,Tanzania
11139,Tanzania
11140,Côte d'Ivoire
11141,Côte d'Ivoire
11142,Haiti
11144,Mozambique
11146,Rwanda
11147,Côte d'Ivoire
11151,Côte d'Ivoire
11153,Tanzania
11154,Mozambique
11156,Uganda
11160,Uganda
11161,Zambia
11661,Uganda
11162,Zambia
11173,Mozambique
11174,Ethiopia
11175,Côte d'Ivoire
11177,Zambia
11186,Côte d'Ivoire
11187,Zambia
11188,Zambia
11189,Zimbabwe
11191,Nigeria
11192,Mozambique
11194,Côte d'Ivoire
11195,Zambia
11196,Zambia
11197,Mozambique
11198,Uganda
11200,Côte d'Ivoire
11201,Côte d'Ivoire
11202,Côte d'Ivoire
11203,Haiti
11204,Côte d'Ivoire
11205,Côte d'Ivoire
11206,Zambia
11207,Zambia
11208,Nigeria
11209,Nigeria
11210,Zambia
11213,Rwanda
11217,Ethiopia
11219,Haiti
11222,Nigeria
11223,Haiti
11224,Côte d'Ivoire
11225,Rwanda
11226,Tanzania
11227,Côte d'Ivoire
11228,Côte d'Ivoire
11230,Zambia
11231,Uganda
11232,Zimbabwe
11233,Haiti
11234,Haiti
11235,Tanzania
11236,Guyana
11238,Mozambique
11239,Nigeria
11240,Nigeria
11241,Haiti
11242,Zambia
11243,Nigeria
11244,Nigeria
11245,Zambia
11246,Haiti
11247,Kenya
11248,Zambia
11249,Ethiopia
11250,Côte d'Ivoire
11252,Kenya
11257,Mozambique
11258,Mozambique
11259,Zimbabwe
11260,Nigeria
11261,Nigeria
11263,Ethiopia
11265,Haiti
11267,Zimbabwe
11268,Zimbabwe
